date,quantitative_only_gross,quantitative_only_net,equal_weight_gross,equal_weight_net,benchmark
2021-05-14,107579.11446349951,107373.75748277486,112585.8509911012,112562.38196992727,112786.94844959005
2021-05-17,107412.50894089014,107207.46999222279,112490.8607145438,112467.41149451534,112501.59158329849
2021-05-18,106145.97485434424,105943.3535832837,111130.48396825118,111107.31832480346,111543.38256938873
2021-05-19,106402.32906158234,106199.2184378602,111504.56594980336,111481.3223273035,111215.0644992018
2021-05-20,108138.90736760518,107932.48180232124,113100.8056653255,113077.22929956036,112388.91078438371
2021-05-21,107086.1265700298,106881.71065027078,112046.90184606516,112023.54517123659,112300.81128855771
2021-05-24,109360.81810776239,109152.06004604953,114412.64666518167,114388.79684032792,113413.85744242823
2021-05-25,109529.98624018526,109320.90525466808,114803.88784134889,114779.95646053259,113172.82081074496
2021-05-26,109808.70319629918,109599.09017003348,114978.36904441578,114954.40129221701,113385.2254361466
2021-05-27,109030.94362814001,108822.81526139623,114451.69440509508,114427.83644056637,113517.35488817618
2021-05-28,108584.2416371278,108376.9659765307,113973.11738436754,113949.35918134646,113604.63632667986
2021-06-01,108658.9662518149,108407.3173566937,113936.38849653909,113907.4188813271,113548.70495588363
2021-06-02,108727.08732401818,108475.28066379811,114077.39771501925,114048.39224661888,113713.00253294296
2021-06-03,107648.1754073023,107398.86745474658,112883.73260288277,112855.03063733559,113300.37178066405
2021-06-04,109693.52344060446,109439.47856121726,114656.91417481368,114627.7613578,114301.27810901037
2021-06-07,110241.73020687081,109986.41570720478,115392.81921906982,115363.47928987675,114210.20985677268
2021-06-08,110305.50352002365,110050.04132445781,115662.33275898427,115632.92430292591,114230.19948327806
2021-06-09,110624.01673045647,110367.81687374538,115801.34452980995,115771.90072843687,114021.85875554218
2021-06-10,111193.42466158757,110935.90608372824,116848.66037073827,116818.9502774692,114552.3161511828
2021-06-11,111530.89433289607,111272.59419164763,116984.0008114094,116954.25630630279,114775.51385545006
2021-06-14,113109.5491601431,112847.59293089052,118564.14886968741,118534.00259406806,114983.85458318594
2021-06-15,112372.97577525419,112112.72541423207,118065.72045948099,118035.70091492136,114752.54227806006
2021-06-16,112140.20444843771,111880.49317451745,117778.38496700619,117748.43848074482,114134.01177553933
2021-06-17,113446.90503122906,113184.16750214316,119487.37287513798,119456.99185937508,114084.2818070253
2021-06-18,112242.25087341627,111982.30326492572,118302.56086969053,118272.48110577832,112586.9862121716
2021-06-21,113690.0082378227,113426.70769350253,119209.81934421537,119179.5088995764,114163.46183914327
2021-06-22,114809.99111844656,114544.09674810186,120711.71307287095,120681.02075476747,114748.49157486722
2021-06-23,114663.7544695181,114398.19877615882,120695.93337122136,120665.24506528546,114624.18644529155
2021-06-24,114845.12737984331,114579.15163562157,120637.14000698326,120606.46664992507,115290.29621723696
2021-06-25,114528.18633528278,114262.94461114639,119969.14239088829,119938.63887977797,115674.28176876131
2021-06-28,115701.3856351858,115433.42683837918,121907.33100773823,121876.3346902543,115942.0635970957
2021-06-29,116282.15114067662,116012.84731913047,122154.5895014865,122123.53031573443,115974.21852765251
2021-06-30,116283.11924602215,116013.81318239098,121842.50586381728,121811.52602885925,116128.2508047639
2021-07-01,116952.3648767715,116628.37712856129,122448.71858542209,122414.42370450958,116734.62919770612
2021-07-02,118979.94394635157,118650.33928925915,124607.31633470391,124572.4168835386,117610.14844969561
2021-07-06,119888.6746222906,119556.55255047348,126193.39662795854,126158.05295462902,117372.35765835579
2021-07-07,120686.4631596525,120352.1310110059,126895.12121748964,126859.58100832446,117766.6085098281
2021-07-08,119430.19169122493,119099.33973354861,126054.80143976519,126019.49658354644,116758.4056379455
2021-07-09,120467.667776697,120133.9417468195,126777.7779542123,126742.2706100153,118075.2008429685
2021-07-12,120929.15393277198,120594.14946905781,127090.73338752256,127055.1383921893,118482.69894527341
2021-07-13,121423.3725561866,121086.99898138954,127329.08311695812,127293.42136571527,118066.01748980166
2021-07-14,122530.06618290379,122190.62678574001,127987.98494655942,127952.13865308501,118203.55667573698
2021-07-15,121624.88869531194,121287.95686963886,126910.01010922863,126874.46573005027,117817.94820404092
2021-07-16,120726.5586572431,120392.1154338868,125866.8971970622,125831.64496821022,116929.73586908233
2021-07-19,118331.35737815926,118003.54947055511,123886.68537436594,123851.98775424671,115074.11797257423
2021-07-20,120382.87379651051,120049.3826674897,125575.707695899,125540.53702207986,116818.94187979809
2021-07-21,120989.36508788522,120654.19382398207,126302.06863005344,126266.69452036316,117781.74257029123
2021-07-22,122227.87729412147,121889.2750369139,127873.530031903,127837.71579444122,118019.26947217227
2021-07-23,125642.48031537388,125294.41874073348,130856.41758858584,130819.7679175261,119216.62830813475
2021-07-26,126292.46358647248,125942.60139312208,131573.73388285833,131536.88330910908,119500.62614371342
2021-07-27,124475.96202251043,124131.13199975314,129680.78172719364,129644.46132288594,118937.48603859833
2021-07-28,125692.34103438625,125344.14133289315,130581.80669992678,130545.23394063736,118915.33251853066
2021-07-29,124790.52127221142,124444.819840457,129397.4901256774,129361.24906439468,119415.50859877204
2021-07-30,124131.68756012969,123787.81126505417,127013.19168824832,126977.61841044194,118769.94262119551
2021-08-02,123926.65389326912,123483.46881623585,126689.65555557908,126647.40110851772,118551.07270405286
2021-08-03,124763.39109816703,124317.21369114697,127576.11631844491,127533.56621260058,119523.59772110342
2021-08-04,124782.45345869569,124336.20788108073,127814.8239185024,127772.19419717876,118969.9180530869
2021-08-05,125812.59192129337,125362.66237433397,128765.7726969033,128722.82580828894,119684.38556836049
2021-08-06,125546.66532545786,125097.68678213777,128343.06899218517,128300.26308675713,119884.88877916952
2021-08-09,125660.85227134752,125211.46537398236,128296.15335498728,128253.36309720071,119772.20798025474
2021-08-10,125237.26585759698,124789.39378510209,127826.20772647945,127783.57420834612,119891.10337592466
2021-08-11,125106.24353938995,124658.84002740536,127515.96476261059,127473.43471894671,120044.05370625488
2021-08-12,126361.70934642847,125909.8160520369,128750.68468852976,128707.7428321767,120541.80200347515
2021-08-13,127041.05751688709,126586.73474536692,129123.99944667029,129080.93307968836,120735.54964413846
2021-08-16,127912.87788068045,127455.43731518337,130021.40223843824,129978.036563209,121051.97949420572
2021-08-17,126629.03223540421,126176.18294396583,128399.35682471207,128356.53214576042,120197.26792604393
2021-08-18,125299.73313196219,124851.6376647178,126817.92660193938,126775.62937299408,118905.33110804149
2021-08-19,126317.11472011777,125865.38090451687,127333.97603753403,127291.50669206143,119054.75851409651
2021-08-20,128432.14355859658,127972.84600114306,128997.8904445041,128954.8661383055,120024.05088527656
2021-08-23,129742.1730103134,129278.19054057317,130568.40265717093,130524.85454241939,121047.11073369054
2021-08-24,129938.20566846481,129473.52214898285,131060.05610419693,131016.34400964405,121228.16529138476
2021-08-25,130064.73034603307,129599.59435045163,131094.89553018968,131051.17181574031,121497.30615043204
2021-08-26,129141.58341204817,128679.74876393475,130413.12648993757,130369.63016401249,120789.59420530415
2021-08-27,130590.85237457216,130123.83486743188,131982.56150209787,131938.54172689552,121853.46455852415
2021-08-30,132370.7074976785,131897.32489307885,134348.91225030718,134304.10323274735,122378.23513632729
2021-08-31,131955.1738671213,131483.27728912115,134275.83080818204,134231.04616527155,122213.13269641854
2021-09-01,132372.3677065717,131845.6958357807,134740.30504035891,134693.16102526686,122251.22513979874
2021-09-02,131048.31490664456,130526.91106404741,133921.4473563584,133874.58984973907,122598.7411681146
2021-09-03,131302.47500243533,130780.0599293567,134304.3883830931,134257.39689000594,122557.66677384976
2021-09-07,131928.96920026868,131404.06148558418,135402.92255443588,135355.54669743078,122141.51309729564
2021-09-08,131313.3605632597,130790.90217964139,134815.81592942076,134768.64549397517,121980.46136057973
2021-09-09,130802.01010002207,130281.5862339528,134051.2734626467,134004.37053143143,121418.66709170461
2021-09-10,129678.13216836317,129162.17989181867,132450.2895050765,132403.94673892716,120481.00187216378
2021-09-13,130142.66680203177,129624.86627476245,132690.05945595805,132643.63279718146,120755.27538118503
2021-09-14,130610.19644816729,130090.53575387334,132671.49646971934,132625.07630590876,120061.33846580738
2021-09-15,131780.79666535795,131256.47848690007,133644.57028745138,133597.80965679436,121078.73788532974
2021-09-16,131507.94496749225,130984.71238806576,133521.05796949798,133474.3405543182,120890.92775748982
2021-09-17,128971.33220195957,128458.19208075409,131251.35470362086,131205.43143036458,119789.50593428017
2021-09-20,126503.99620277873,126000.67290731319,128353.0745149601,128308.16531514617,117755.80223648956
2021-09-21,126840.84683569956,126336.18330770596,128574.79218382968,128529.80540766526,117660.14230766846
2021-09-22,126597.53415927358,126093.83870297576,128842.83728843564,128797.75672650717,118780.22111561644
2021-09-23,127338.18290850287,126831.54062221995,129749.27098491498,129703.87327271843,120221.58533967388
2021-09-24,128266.75539470532,127756.41858352309,130501.08998428738,130455.429219649,120397.23016346237
2021-09-27,127123.57776723553,126617.7893335594,129445.2816775877,129399.9903276002,120062.9613859791
2021-09-28,122523.35672254191,122035.87125545644,125302.5724314652,125258.73056570711,117617.98596662248
2021-09-29,122036.18287570922,121550.63573431633,125045.52233843555,125001.77041141895,117802.55025411895
2021-09-30,121446.4684555471,120963.26761952201,124359.48786385857,124315.97597206835,116399.55555737347
2021-10-01,123761.0489919388,123226.92799101547,125980.3253909705,125933.4824293314,117737.15844622414
2021-10-04,120588.69751972158,120068.26757553559,122360.93637937728,122315.43920645639,116208.23569973126
2021-10-05,122794.05882274655,122264.11110381508,124374.99911507712,124328.75305804933,117431.27098003663
2021-10-06,124107.97798536302,123572.35972772825,125562.46356404237,125515.77597496219,117913.06715947144
2021-10-07,124842.91392529952,124304.12387231355,126233.6805367755,126186.7433707014,118891.54288381831
2021-10-08,125010.04631163759,124470.53495806306,126225.68630335736,126178.75210975985,118664.01739242645
2021-10-11,124355.97877538031,123819.29020983142,125335.48721487218,125288.88402186245,117849.29827174835
2021-10-12,123132.59966309344,122601.19088857158,124413.93256292229,124367.67202936416,117564.48237884736
2021-10-13,124009.3220593804,123474.12957546329,125158.07094594439,125111.5337211996,117919.82272961714
2021-10-14,126661.94363126534,126115.30311179435,127301.58591438366,127254.25167161936,119931.90068625774
2021-10-15,126956.8667523102,126408.95342015791,128210.8045628831,128163.13224753374,120826.61789637615
2021-10-18,128649.1044460881,128093.88784931286,130106.37352968566,130057.99638948272,121234.3798881399
2021-10-19,129431.76285225003,128873.16850217774,130984.32989023262,130935.626301626,122130.70682395711
2021-10-20,128918.46666028597,128362.08756515903,130564.38922758824,130515.84178450903,122578.19737374572
2021-10-21,129558.48669659498,128999.34543885558,131152.03994707306,131103.27399923903,122945.4259446352
2021-10-22,126871.80607893401,126324.25984686993,128049.6662844485,128002.05388475793,122813.56038206443
2021-10-25,126876.14184553463,126328.57690141199,128111.84824066023,128064.21272000231,123396.70330815784
2021-10-26,127208.11076511747,126659.11312813187,128230.22683493326,128182.54729784711,123621.260043138
2021-10-27,131143.82769225427,130577.84450867225,130446.53346900018,130398.02984794442,122996.77883332096
2021-10-28,131916.5014145005,131347.1835689608,131889.8488034356,131840.80851790757,124205.74880547138
2021-10-29,133689.80075097329,133112.829799515,132379.11176630302,132329.8895593033,124447.86738393581
2021-11-01,131749.56544571999,131128.4697645225,131335.54923473625,131275.25872584098,124671.8831455254
2021-11-02,133117.83719392415,132490.2911865291,131971.6619712603,131911.07945033308,125130.72094204313
2021-11-03,134035.8116924093,133403.93815653605,133358.3852591854,133297.16615316592,125939.22546596613
2021-11-04,134893.4773622782,134257.56060666707,134834.3209609026,134772.42431620398,126465.89604787271
2021-11-05,135226.98564644932,134589.49666132653,135765.7574379994,135703.43321082566,126937.96790075011
2021-11-08,135175.0698123418,134537.82556958488,135282.37834640412,135220.2760178069,127050.66189413785
2021-11-09,135121.0624221406,134484.07278179313,135663.75438109017,135601.47697913813,126606.14010076092
2021-11-10,132628.18094353977,132002.9432806266,132828.1932119702,132767.2174943442,125564.70035154035
2021-11-11,132799.671265317,132173.62516028216,132859.9756659451,132798.98535835976,125633.87897316918
2021-11-12,134968.23674008445,134331.96755274784,135587.7198690984,135525.4773713246,126541.28926625667
2021-11-15,134878.83045517292,134242.98274822027,136204.13400383014,136141.6085368063,126539.93023554377
2021-11-16,135372.56458768027,134734.38931223567,136137.26708378323,136074.77231248998,127029.0361529878
2021-11-17,136026.23086403974,135384.97406570875,136512.9369709924,136450.26974579153,126698.55418923857
2021-11-18,138013.58608244162,137362.96046578488,138764.8729826523,138701.17199036453,127127.40094876179
2021-11-19,138647.39574715824,137993.78221593704,139611.15897608415,139547.06949025055,126949.592231411
2021-11-22,137345.5371456023,136698.0608547752,137795.14313665655,137731.88730568456,126543.71704927781
2021-11-23,136942.75786836303,136297.1803653514,137350.20755784164,137287.15597768087,126753.41680772658
2021-11-24,137237.02709752545,136590.06234631513,137837.50482318908,137774.22954578654,127044.17021345095
2021-11-26,133511.4787608597,132882.07704277337,134322.00233807304,134260.34087684657,124157.11397821143
2021-11-29,136434.75205225317,135791.56939750796,136932.97252595163,136870.1124804709,125796.01265666622
2021-11-30,135453.2032473542,134814.64782398957,135157.5701950939,135095.52516055762,123410.75542183983
2021-12-01,134819.83025294062,134174.55571984532,133225.04063310515,133155.8201557657,121952.6342171475
2021-12-02,135153.00140683685,134506.13225030695,133309.82526704564,133240.56073768108,123683.68309462113
2021-12-03,133426.04014354915,132787.43656724397,131619.83500979614,131551.44855809436,122638.73361559829
2021-12-06,135130.01278684163,134483.25365842113,133877.27593330794,133807.7165704361,124077.39297270289
2021-12-07,139120.46114761572,138454.6029393491,137484.0983620397,137412.6649823238,126646.67352163517
2021-12-08,140329.51899665972,139657.87399695773,138945.3053821718,138873.11279497552,127037.41464330525
2021-12-09,139730.60223421833,139061.82376930965,138235.02036722485,138163.19682677495,126125.14878417549
2021-12-10,142216.61038606992,141535.933391498,139567.8913213081,139495.37525366337,127329.52707974252
2021-12-13,140247.9455488709,139576.6909759209,138277.35372816963,138205.50819233933,126166.22317844033
2021-12-14,137706.54106024615,137047.45015484956,136640.90470282175,136569.9094259378,125223.67600391137
2021-12-15,140648.3036622044,139975.13289566353,139763.23548553092,139690.6179218294,127270.89084199342
2021-12-16,136958.22279626792,136302.71349097785,136186.24929416363,136115.4902451259,126158.10857758172
2021-12-17,135661.5313602471,135012.22827817642,135479.2511043086,135408.8593942632,124860.23424675592
2021-12-20,134653.07599822406,134008.5995841714,133763.57927346442,133694.07898460023,123438.31867581325
2021-12-21,137149.60322858483,136493.17793846616,136495.79191876895,136424.87203894346,125632.79702638803
2021-12-22,139523.11725349416,138855.3318529871,137756.10746255974,137684.53275355854,126911.76367748962
2021-12-23,140081.1706889637,139410.7143336769,138482.0384599011,138410.0865748832,127701.62441114716
2021-12-27,142457.36891450206,141775.53960170856,140663.23111962358,140590.14594017126,129468.87892237045
2021-12-28,141671.88794679195,140993.8181021994,140318.88269036514,140245.9764259466,129338.09530658083
2021-12-29,141730.8320487184,141052.48008592578,139886.4224910536,139813.74092239264,129519.41375373388
2021-12-30,140953.6757298581,140279.04339184065,139424.34320948576,139351.90172593406,129132.18236186607
2021-12-31,139842.05133875154,139172.73945625316,137854.66655218523,137783.04063428822,128793.05801834058
2022-01-03,140649.89957441963,139972.26320693037,139231.24516558636,139153.02390489282,129613.99173577382
2022-01-04,139076.46359431188,138406.40787526435,137647.88664605925,137570.55492922766,129532.3839206347
2022-01-05,133865.40471455306,133220.45532704744,133072.8392171512,132998.07779966007,127020.39377321154
2022-01-06,132944.8497126958,132304.3354620045,132906.42041173624,132831.75248970118,126897.97545326642
2022-01-07,132738.77363535555,132099.25223744905,132636.18922549344,132561.6731215653,126384.01114880187
2022-01-10,133285.87488052758,132643.7176065803,132491.14164201982,132416.70702701918,126201.88783879942
2022-01-11,134458.71386691052,133810.90597854552,134358.47273349087,134282.98903649766,127357.89519656533
2022-01-12,135590.37195853848,134937.11186095915,134903.95647042102,134828.16631617004,127716.7584716103
2022-01-13,131862.03465528318,131226.7372932237,131523.78685541672,131449.89570830547,125897.6100983107
2022-01-14,133190.56380229082,132548.86572705625,132870.25829954585,132795.6106936834,126000.84365459984
2022-01-18,130077.17475399739,129450.47665851148,129421.05300608515,129348.3431921754,123683.94698407994
2022-01-19,129115.3347696556,128493.2707176711,128439.70806900706,128367.5495827685,122485.50620133632
2022-01-20,127797.23983853238,127181.52622877239,126672.19224195236,126601.02676066842,121133.5873093448
2022-01-21,125295.09655938616,124691.43801178939,122736.85068343839,122667.89610946624,118842.3670831678
2022-01-24,125413.67160595767,124809.4417763047,123496.68419272134,123427.30273802322,119171.76710013588
2022-01-25,122435.18220637446,121845.30242420426,120373.12808263283,120305.50146749309,117721.21952291162
2022-01-26,124324.921896182,123725.9375476895,120833.79847116575,120765.91304760615,117545.03372573254
2022-01-27,124620.06915484327,124019.66281801775,121101.34768447289,121033.31194956086,116912.16083112512
2022-01-28,129720.38570876459,129095.40658523177,125641.18282694972,125570.59657524986,119758.69683996332
2022-01-31,131877.05472390723,131241.68499674284,128798.87373215645,128726.51346368907,122020.45380806344
2022-02-01,132389.528601845,131747.19523215792,129786.52135941647,129709.44297767493,122857.88061667272
2022-02-02,136884.66239360443,136220.51933499295,132557.62214194363,132478.89804259042,124015.51089461034
2022-02-03,131895.46854209958,131255.53227485975,121142.18785022666,121070.24321605108,120990.63838950374
2022-02-04,132929.62906400082,132284.67521100596,124708.16719149641,124634.10477256113,121614.57862593024
2022-02-07,130552.34330102186,129918.9236682253,122457.44584947907,122384.72010215635,121164.39640366168
2022-02-08,131799.8722984618,131160.3998493045,123472.00351343621,123398.67523464796,122182.32360210166
2022-02-09,133915.39661253724,133265.65996895562,125587.73933782567,125513.15455341706,123956.06979401184
2022-02-10,130702.17842053885,130068.03181108307,122976.94661093898,122903.91233945223,121710.51563868306
2022-02-11,127277.05789696673,126659.52943874031,119345.59563138093,119274.71796794646,119401.7335690218
2022-02-14,127759.94780117917,127140.07643636009,119784.98532133148,119713.84671056672,118943.15966196287
2022-02-15,129760.61957420436,129131.04126159888,121523.92722733344,121451.75588353405,120818.50329551753
2022-02-16,130037.2093237842,129406.28904079975,121581.56982131579,121509.36424439406,120924.96949767717
2022-02-17,126103.22207827614,125491.38888858675,118002.29037403101,117932.21048061407,118364.60841245289
2022-02-18,124598.55016332175,123994.01740737219,116649.37498417919,116580.09856810172,117516.38852497799
2022-02-22,123704.11997680443,123103.92685678924,115330.424292936,115261.9311830433,116324.42622844831
2022-02-23,120876.78526004433,120290.30992764444,112437.7328362278,112370.95765493065,114182.64660279927
2022-02-24,125464.09381782985,124855.36157889939,116869.11428666665,116799.70737052136,115890.46001342405
2022-02-25,126953.52475383253,126337.56602801793,118398.37640430749,118328.06128099206,118483.23991866398
2022-02-28,127431.16554622099,126812.88938168662,118681.21641399345,118610.7333159915,118193.83234917959
2022-03-01,126023.98254437502,125374.33318606074,116702.90149166963,116614.77473336572,116364.95964932258
2022-03-02,127758.87483446827,127100.28216520438,118352.18889247568,118262.81669510996,118534.315723418
2022-03-03,126838.60733305557,126184.75861156813,116627.20992292695,116539.14032217867,117911.45743377265
2022-03-04,124606.52578808327,123964.18337130165,114679.40046195617,114592.80172552571,116975.94291332117
2022-03-07,120235.63564712551,119615.82502086509,109599.93543631201,109517.17239531763,113523.02851154075
2022-03-08,119635.97306609993,119019.25368011856,109311.90103561417,109229.35550024894,112701.8309046487
2022-03-09,124763.72468887233,124120.57191708556,113646.88812147237,113561.06907401547,115598.07049305501
2022-03-10,123001.51892462494,122367.45026382123,113399.99421057422,113314.36160201245,115101.94511600646
2022-03-11,120407.60190832213,119786.90480181419,110912.21571908491,110828.46172580203,113610.04606058558
2022-03-14,117536.30317797561,116930.40751909722,108666.44707175861,108584.38894300233,112766.94562861173
2022-03-15,121166.27367117055,120541.66563744102,112190.09568687947,112105.37671828216,115181.12514812444
2022-03-16,124765.08396786315,124121.92418903924,116321.21921852592,116233.38068288832,117759.31196629182
2022-03-17,125438.56805660583,124791.93649013284,117746.05956139478,117657.14507512603,119213.38246779129
2022-03-18,127850.24805966686,127191.18436452426,120637.79571188199,120546.69756668483,120603.6840815677
2022-03-21,128021.21920743951,127361.27416182536,120208.803751777,120118.02955457341,120551.26244057374
2022-03-22,130850.49571602495,130175.96584591005,122860.06951436905,122767.29324648793,121913.98760590379
2022-03-23,130128.42376082692,129457.61614716574,121829.23456511623,121737.23671954735,120417.77395783126
2022-03-24,132844.15032140026,132159.34322937144,124054.27142436258,123960.59336962146,122145.03602157085
2022-03-25,133051.24208214058,132365.36743910474,124558.90502445129,124464.84590186406,122763.84360802335
2022-03-28,134099.57743698123,133408.2986607255,126055.7630140673,125960.5735576102,123640.98578018456
2022-03-29,135961.32151460272,135260.44551073242,127852.87027505373,127756.32375518852,125156.39738638602
2022-03-30,135205.96318144505,134508.9810241786,126767.06077897595,126671.33419477474,124368.70054629077
2022-03-31,132669.10535450003,131985.20061334225,124239.20882148702,124145.39111354885,122422.01439754499
2022-04-01,133081.32577601387,132372.58606043938,124843.47724221765,124746.90763434186,122839.50071586613
2022-04-04,135910.46242901983,135186.65582487115,128122.38759740711,128023.28166889804,123833.38758460792
2022-04-05,133694.8998436009,132982.89246964076,126003.14298505668,125905.67634620637,122279.0654777039
2022-04-06,129963.48101957943,129271.34574037493,122141.8501587032,122047.37032815373,121090.88999490824
2022-04-07,130099.25103538722,129406.39269754302,122031.63321901654,121937.2386440758,121605.93624615397
2022-04-08,128166.4112926987,127483.8465124329,120344.5585497445,120251.46897000949,121283.55568879041
2022-04-11,124041.35856141984,123380.76221799104,116820.72285615456,116730.35905303732,119236.61793464013
2022-04-12,123769.09057026575,123109.94422094758,116326.22888460346,116236.2475851619,118829.13302680814
2022-04-13,125953.46440482776,125282.6849245561,118373.28499185256,118281.72024239867,120156.99839462848
2022-04-14,122527.12579125968,121874.59366643238,115330.92079411434,115241.70939081903,118697.79524315501
2022-04-18,122850.82036803673,122196.56437097612,115754.68031920001,115665.1411271241,118673.47782952504
2022-04-19,124938.96161255984,124273.58498213394,118431.65937455134,118340.04947102636,120579.08958400598
2022-04-20,124223.58180291897,123562.01500892095,115626.00835681292,115536.5686957756,120504.51442294434
2022-04-21,122110.57497220831,121460.26123607902,112237.84695306994,112151.02812113325,118726.71752784132
2022-04-22,118398.97453600614,117768.42734955721,109063.13987796454,108978.77676277122,115433.23194260511
2022-04-25,120624.24452961417,119981.84641507185,110956.43233651808,110870.60471140916,116090.96322423307
2022-04-26,116157.1102887207,115538.5024049479,106760.80749412626,106678.22529164393,112823.43116727147
2022-04-27,116577.77711734718,115956.92892459991,106140.51085573106,106058.40846848986,113060.14001183015
2022-04-28,120983.75512403587,120339.44239499037,112838.3191458013,112751.03583333686,115858.02799893547
2022-04-29,116110.14757779606,115491.78979927425,106536.7740940267,106454.36518708272,111654.17655867297
2022-05-02,117989.72034948957,117352.65812841564,108744.62006112836,108650.46602392482,112287.84112165686
2022-05-03,118192.15071048866,117553.99550661074,108937.15895863555,108842.83821603998,112830.99160026657
2022-05-04,122545.36860113684,121883.70905594833,112867.37678617456,112769.65315454094,116200.3981828044
2022-05-05,116435.6244254929,115806.95323880884,106332.24254376067,106240.17720834662,112057.88784724388
2022-05-06,115959.40771549148,115333.30776699739,105329.93568903217,105238.73817803863,111422.04619622478
2022-05-09,112070.16076231943,111465.06003557918,101410.562749769,101322.75873801553,107852.4068895732
2022-05-10,113939.53535623064,113324.34131011233,102636.78549312438,102547.91978450965,108117.49704542766
2022-05-11,110183.07732670676,109588.1655347422,99172.60611470634,99086.73978641859,106337.53625676232
2022-05-12,108261.89639154277,107677.35763707687,98631.3480832254,98545.95039080031,106199.72658413173
2022-05-13,111329.6772352793,110728.57460327992,102123.3731157158,102034.9519334423,108734.68171170841
2022-05-16,110529.77549428194,109932.99177394921,101406.3697914083,101318.56941003175,108305.5710627264
2022-05-17,112915.55870860696,112305.89342241394,103749.98397425702,103660.15442824834,110490.05460004848
2022-05-18,107478.49875858067,106898.18980510558,98304.88219842901,98219.76716900874,106026.78003005966
2022-05-19,106036.65204243183,105464.12805589044,97414.3116245414,97329.96767524352,105408.24293030244
2022-05-20,105654.13885567928,105083.68017363748,97412.33308153236,97327.9908453106,105423.64747746087
2022-05-23,108979.65779496488,108391.24362938256,99543.9046663785,99457.71685774876,107379.78746606875
2022-05-24,106420.94537948984,105846.34647687843,95880.38237258949,95797.3665407817,106507.77794388153
2022-05-25,106923.77157420151,106346.45776073627,96824.04673812882,96740.21385615588,107514.3578955924
2022-05-26,108958.01532304239,108369.71801171816,99463.21588520985,99377.09793911218,109652.09341528508
2022-05-27,112861.57014454408,112252.19635895324,102735.61612979198,102646.6648509354,112365.1343441443
2022-05-31,112913.72683092506,112304.07143559423,103501.46978529176,103411.85540959846,111660.11407149637
2022-06-01,112962.11289499834,112348.84327273279,103268.33970926428,103176.64216616713,110824.58726699057
2022-06-02,115093.66537717106,114468.82358834382,106210.84345023344,106116.53309894782,112867.19723401626
2022-06-03,111934.00057524155,111326.31255939098,103084.01458416057,102992.48071330943,111022.12172138788
2022-06-06,112625.75435878552,112014.31082198494,104298.92083349194,104206.30818168556,111370.44261255313
2022-06-07,113920.85082881397,113302.37623263766,104843.16262515633,104750.06671163307,112431.06712542969
2022-06-08,113406.74186250547,112791.05835622197,104380.24269344765,104287.5578315643,111217.49228222291
2022-06-09,110326.68832638403,109727.7263847052,100565.87747409027,100476.57959334824,108570.66121858083
2022-06-10,105979.86210065674,105404.4990135778,96212.09364412766,96126.66172348055,105410.13633716945
2022-06-13,101551.2145952753,100999.89456930038,91558.35970806936,91477.06008943626,101323.55077516868
2022-06-14,102160.64767537567,101606.01904631914,91618.46101429843,91537.10802846553,100941.18814381605
2022-06-15,104879.42114175872,104310.03233219543,94621.91311853331,94537.89320516441,102414.17292227624
2022-06-16,101329.52434150758,100779.40786860637,91082.13479756698,91001.25804478393,99084.48830052682
2022-06-17,102485.38993377397,101928.99828385108,92444.42718893688,92362.34078307313,99302.55995205657
2022-06-21,105618.82545416374,105045.42242964158,94016.71377509479,93933.23125094928,101733.2127710359
2022-06-22,105368.58653161237,104796.54205045998,93805.88512777622,93722.58980978729,101600.7996378381
2022-06-23,107270.91720158374,106688.54499566152,95696.55927866962,95611.58512886328,102569.28054893231
2022-06-24,111144.08570287011,110540.6861230534,99796.28831516422,99707.67379425219,105704.13558323726
2022-06-27,110114.29215083865,109516.4833048218,98563.1038022194,98475.58429252126,105389.86962673231
2022-06-28,106571.89635228548,105993.31912010461,94695.67113781485,94611.58573071212,103266.99768080749
2022-06-29,107584.2344473847,107000.16124681872,95786.98155690449,95701.92711626769,103193.49786929053
2022-06-30,105630.2121751316,105056.74733227151,93924.20817282103,93840.80778940204,102289.5973060053
2022-07-01,106617.49254531924,106035.60119425652,94840.48987422657,94750.09453382758,103369.14269307902
2022-07-05,109125.31038953525,108529.73200195769,97868.64411892982,97775.36255310017,103532.89269951131
2022-07-06,110343.88620507794,109741.65713841621,98857.7900350317,98763.56568430176,103902.83273459013
2022-07-07,112719.48653153364,112104.29203818116,100850.84056319081,100754.71657570063,105457.6958148847
2022-07-08,112910.47687819455,112294.24000775923,100697.54752913197,100601.5696498706,105370.13729244929
2022-07-11,110763.27000452136,110158.75204698583,97932.82070497323,97839.47797049771,104155.48709969784
2022-07-12,109007.97216707593,108413.03418188608,96588.47473473739,96496.41333708071,103192.68640920467
2022-07-13,108125.29509585327,107535.17453922288,96242.69547322328,96150.96364824267,102732.76666590579
2022-07-14,108811.66990822103,108217.80329118938,95988.56470984017,95897.07510457913,102424.70870891951
2022-07-15,110151.9833548567,109550.80164549178,97949.44943816609,97856.09085434183,104391.39108140714
2022-07-18,108302.985715706,107711.89536854322,97201.08381702956,97108.43852312141,103518.30620967521
2022-07-19,111531.07280442835,110922.36437309794,100734.3718465735,100638.358868941,106378.34016433188
